Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Age,Location,RoadRail,Amenities,Garage,Exter Overall,Bsmt Overall,Garage Overall,Kitchen Overall,Fireplace Overall,Pool Overall,Bath AbvGrd,Multi Bsmt Type,Total FinBsmt SF
1458,907254020,60,RL,73.0,9066.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4,3,2,6,668.0,1,0.0,336.0,1004.0,GasA,5,1,SBrkr,1004.0,848.0,0.0,1852.0,0,0,2,1,3,1,4,7,8,2,3,2,1999,1,3,660.0,3,3,Y,224.0,106.0,0.0,0.0,0.0,0.0,0,1,0,0.0,12,2008,WD ,230000.0,21,4,0,0,1,12,12,9,4,6,0.0,2,6,668.0
281,908203100,20,RL,64.0,6410.0,Pave,0,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,5,1,SBrkr,960.0,0.0,0.0,960.0,0,0,1,0,3,1,3,5,8,0,0,0,1980,0,0,0.0,0,0,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,5,2010,WD ,90000.0,63,1,0,0,0,9,9,0,3,0,0.0,0,1,0.0
2298,923230180,85,RL,54.0,7244.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,3,3,5,619.0,1,0.0,149.0,768.0,GasA,5,1,SBrkr,768.0,0.0,0.0,768.0,1,0,1,0,2,1,3,5,8,0,0,6,1987,3,2,624.0,3,3,Y,104.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4,2007,WD ,129500.0,51,3,0,0,1,12,12,9,3,0,0.0,0,5,619.0
2580,535180020,20,RL,72.0,10152.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,4,914.0,1,0.0,210.0,1124.0,GasA,5,1,SBrkr,1124.0,0.0,0.0,1124.0,1,0,1,0,3,1,3,6,8,1,3,2,1956,1,1,353.0,3,3,Y,0.0,211.0,180.0,0.0,142.0,0.0,0,0,0,0.0,5,2006,WD ,153000.0,27,2,0,0,1,9,9,9,3,3,0.0,0,4,914.0
568,533210020,160,FV,30.0,3000.0,Pave,2,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,3,6,294.0,1,0.0,318.0,612.0,GasA,5,1,SBrkr,612.0,612.0,0.0,1224.0,0,0,2,1,2,1,4,4,8,0,0,6,2009,2,2,528.0,3,3,Y,0.0,234.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2009,New,173733.0,12,3,0,0,1,12,12,9,4,0,0.0,2,6,294.0
1807,531363020,20,RL,63.0,7500.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1100.0,1100.0,GasA,5,1,SBrkr,1100.0,0.0,0.0,1100.0,0,0,1,1,3,1,3,6,8,0,0,0,1980,0,0,0.0,0,0,Y,0.0,136.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2007,New,146000.0,14,2,0,0,0,9,12,0,3,0,0.0,1,1,0.0
129,534431070,50,RL,120.0,17360.0,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,3,4,CBlock,3,3,1,3,300.0,1,0.0,482.0,782.0,GasA,3,1,SBrkr,1019.0,537.0,0.0,1556.0,0,0,2,0,3,1,3,6,8,1,4,2,1949,3,2,470.0,3,3,Y,0.0,0.0,150.0,0.0,0.0,0.0,0,0,0,0.0,1,2010,WD ,172500.0,71,3,1,0,1,12,9,9,3,4,0.0,0,3,300.0
2294,923229100,80,RL,68.0,15957.0,Pave,0,IR1,Low,AllPub,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4,3,4,6,1148.0,1,0.0,96.0,1244.0,GasA,3,1,SBrkr,1356.0,0.0,0.0,1356.0,2,0,2,0,3,1,3,6,8,1,3,2,1977,1,2,528.0,3,3,Y,1424.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,9,2007,WD ,188000.0,44,2,0,0,1,9,12,9,3,3,0.0,0,6,1148.0
1860,533254130,20,RL,80.0,9600.0,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,4,5,978.0,1,0.0,284.0,1262.0,GasA,5,1,SBrkr,1262.0,0.0,0.0,1262.0,0,1,2,0,3,1,3,6,8,1,3,2,1976,2,2,460.0,3,3,Y,298.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2007,WD ,181500.0,45,3,1,0,1,9,12,9,3,3,0.0,0,5,978.0
839,907131090,60,RL,43.0,10667.0,Pave,0,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,385.0,5,344.0,70.0,799.0,GasA,5,1,SBrkr,827.0,834.0,0.0,1661.0,1,0,2,1,3,1,4,6,8,1,3,2,1996,2,2,550.0,3,3,Y,158.0,61.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4,2009,ConLw,212000.0,25,4,0,1,1,12,12,9,4,3,0.0,2,30,729.0
2349,527355060,60,RL,81.0,10530.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,945.0,945.0,GasA,3,1,SBrkr,945.0,912.0,0.0,1857.0,0,0,2,1,4,1,3,8,8,1,3,2,1978,2,2,482.0,3,3,Y,400.0,105.0,0.0,0.0,0.0,0.0,0,1,0,0.0,7,2006,WD ,188900.0,43,2,0,1,1,9,9,9,3,3,0.0,2,1,0.0
1903,534450110,20,RL,50.0,5000.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,2,2,1,2,299.0,1,0.0,367.0,666.0,GasA,2,0,SBrkr,666.0,0.0,0.0,666.0,0,1,1,0,2,1,4,4,8,0,0,0,1980,0,0,0.0,0,0,N,0.0,52.0,0.0,0.0,0.0,0.0,0,2,0,0.0,4,2007,WD ,64500.0,71,1,0,0,0,4,4,0,4,0,0.0,0,2,299.0
234,905352140,60,RL,68.0,17082.0,Pave,0,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,PConc,4,3,3,5,964.0,1,0.0,153.0,1117.0,GasA,5,1,SBrkr,1117.0,864.0,0.0,1981.0,1,0,2,1,4,1,4,8,8,1,3,2,1978,1,2,522.0,3,3,Y,336.0,104.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2010,WD ,230000.0,29,2,0,0,1,9,12,9,4,3,0.0,2,5,964.0
2172,908127060,50,RL,74.0,16287.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,130.0,4,105.0,666.0,901.0,GasA,3,1,SBrkr,901.0,450.0,0.0,1351.0,1,0,1,0,3,1,3,7,8,1,4,6,1975,3,2,576.0,3,3,N,0.0,0.0,43.0,0.0,100.0,0.0,0,0,0,0.0,7,2007,WD ,122000.0,71,3,0,0,1,12,9,9,3,4,0.0,0,20,235.0
2588,535325340,20,RL,65.0,11050.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,488.0,1,0.0,517.0,1005.0,GasA,5,1,SBrkr,1005.0,0.0,0.0,1005.0,0,0,1,0,2,1,3,6,8,1,3,2,1956,3,1,319.0,3,3,Y,0.0,0.0,0.0,0.0,288.0,0.0,0,0,0,0.0,7,2006,WD ,133500.0,65,1,0,0,1,9,9,9,3,3,0.0,0,2,488.0
1289,902105020,50,RM,60.0,10440.0,Pave,1,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,4,BrkTil,4,3,1,2,493.0,1,0.0,1017.0,1510.0,GasW,5,1,SBrkr,1584.0,1208.0,0.0,2792.0,0,0,2,0,5,1,3,8,5,2,3,6,1920,3,2,520.0,2,3,Y,0.0,547.0,0.0,0.0,480.0,0.0,0,2,4,1150.0,6,2008,WD ,256000.0,71,3,0,0,1,16,12,6,3,6,0.0,0,2,493.0
1596,923225200,160,RM,41.0,2665.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,5,318.0,1,0.0,232.0,550.0,GasA,3,1,SBrkr,925.0,550.0,0.0,1475.0,0,0,2,0,4,1,3,6,8,1,3,2,1976,3,1,336.0,3,3,Y,92.0,26.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2008,WD ,129500.0,45,2,0,0,1,9,12,9,3,3,0.0,0,5,318.0
264,907250030,20,RL,80.0,10389.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,4,3,PConc,4,3,1,6,1682.0,1,0.0,296.0,1978.0,GasA,5,1,SBrkr,1978.0,0.0,0.0,1978.0,1,0,2,1,3,1,4,8,8,1,4,2,2003,2,3,850.0,3,3,Y,188.0,25.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2010,WD ,318000.0,18,4,0,0,1,12,12,9,4,4,0.0,2,6,1682.0
451,528172060,20,RL,70.0,9658.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1598.0,1598.0,GasA,4,1,SBrkr,1606.0,0.0,0.0,1606.0,0,0,2,0,3,1,4,6,8,1,4,2,2006,2,3,871.0,3,3,Y,230.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2009,WD ,255900.0,15,4,0,0,1,12,12,9,4,4,0.0,0,1,0.0
536,531363050,20,RL,63.0,7500.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1158.0,1158.0,GasA,5,1,SBrkr,1158.0,0.0,0.0,1158.0,0,0,1,1,3,1,4,5,8,0,0,0,1980,0,0,0.0,0,0,Y,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8,2009,WD ,143500.0,17,2,0,0,0,9,12,0,4,0,0.0,1,1,0.0
43,528138020,20,RL,79.0,14122.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,4,3,PConc,5,3,1,6,28.0,1,0.0,1794.0,1822.0,GasA,5,1,SBrkr,1822.0,0.0,0.0,1822.0,0,0,2,0,3,1,5,8,8,1,4,2,2005,2,3,678.0,3,3,Y,0.0,119.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2,2010,WD ,259000.0,15,4,0,0,1,12,15,9,5,4,0.0,0,6,28.0
2223,909428120,20,RL,68.0,21000.0,Pave,0,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,2,5,35.0,3,869.0,905.0,1809.0,GasA,3,1,SBrkr,2259.0,0.0,0.0,2259.0,1,0,2,0,3,1,4,7,8,2,4,3,1953,3,2,450.0,3,3,Y,166.0,120.0,192.0,0.0,0.0,0.0,0,2,0,0.0,10,2007,COD,217000.0,68,3,0,0,1,12,12,9,4,8,0.0,0,15,904.0
2009,903206170,50,RL,70.0,8737.0,Pave,0,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,300.0,1,0.0,765.0,1065.0,GasA,5,1,FuseA,915.0,720.0,0.0,1635.0,0,0,1,1,3,1,3,6,8,1,4,6,1950,3,2,440.0,3,3,Y,0.0,38.0,0.0,144.0,0.0,0.0,0,0,0,0.0,5,2007,WD ,210000.0,71,3,0,0,1,9,12,9,3,4,0.0,1,3,300.0
394,527402220,20,RL,68.0,8750.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3,3,1,4,828.0,1,0.0,174.0,1002.0,GasA,3,1,SBrkr,1002.0,0.0,0.0,1002.0,1,0,1,0,3,1,3,5,8,0,0,6,1973,3,2,902.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,8,2009,WD ,148500.0,51,2,0,0,1,9,9,9,3,0,0.0,0,4,828.0
1738,528222050,60,RL,73.0,8499.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,616.0,616.0,GasA,5,1,SBrkr,616.0,796.0,0.0,1412.0,0,0,2,1,3,1,4,6,8,1,4,4,2007,1,2,432.0,3,3,Y,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2007,New,156932.0,14,2,0,0,1,9,12,9,4,4,0.0,2,1,0.0
1196,534225110,90,RL,72.0,11072.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1728.0,1728.0,GasA,3,1,SBrkr,1728.0,0.0,0.0,1728.0,0,0,2,0,6,2,3,10,8,0,0,6,1987,3,2,576.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,11,2008,WD ,145000.0,56,1,0,0,1,9,9,9,6,0,0.0,0,1,0.0
828,906380210,20,RL,64.0,6762.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,902.0,1,0.0,380.0,1282.0,GasA,5,1,SBrkr,1290.0,0.0,0.0,1290.0,1,0,2,0,2,1,4,6,8,1,4,2,2007,2,2,662.0,3,3,Y,168.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2009,WD ,200000.0,14,3,0,0,1,12,12,9,4,4,0.0,0,6,902.0
1694,528106110,20,RL,105.0,15431.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,5,3,PConc,5,3,4,6,1430.0,1,0.0,564.0,1994.0,GasA,5,1,SBrkr,2046.0,0.0,0.0,2046.0,1,0,2,1,2,1,5,7,8,2,4,2,2005,1,3,878.0,3,3,Y,188.0,65.0,0.0,0.0,175.0,0.0,0,0,0,0.0,8,2007,WD ,450000.0,15,4,0,0,1,15,15,9,5,8,0.0,2,6,1430.0
571,533213040,160,FV,34.0,3230.0,Pave,2,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4,3,1,6,381.0,1,0.0,348.0,729.0,GasA,4,1,SBrkr,742.0,729.0,0.0,1471.0,0,0,2,1,3,1,3,6,8,0,0,6,1999,3,2,440.0,3,3,Y,0.0,24.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2009,WD ,172500.0,22,2,0,0,1,9,12,9,3,0,0.0,2,6,381.0
1192,534177180,60,RL,90.0,10800.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,956.0,3,182.0,384.0,1522.0,GasA,3,1,SBrkr,1548.0,1066.0,0.0,2614.0,0,0,2,1,4,1,3,9,8,1,3,2,1974,2,2,624.0,3,3,Y,38.0,243.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2008,WD ,240000.0,24,3,0,0,1,9,9,9,3,3,0.0,2,15,1138.0
1806,528482090,60,FV,102.0,11143.0,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1580.0,1580.0,GasA,5,1,SBrkr,1580.0,886.0,0.0,2466.0,0,0,3,0,4,1,4,8,8,1,4,2,2004,2,2,610.0,3,3,Y,159.0,214.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12,2007,WD ,340000.0,16,4,0,0,1,12,12,9,4,4,0.0,0,1,0.0
962,916386140,20,RL,73.0,8925.0,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,16.0,1,0.0,1450.0,1466.0,GasA,5,1,SBrkr,1466.0,0.0,0.0,1466.0,0,0,2,0,3,1,4,7,8,0,0,2,2007,1,3,610.0,3,3,Y,100.0,18.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2009,WD ,201000.0,14,4,0,0,1,12,12,9,4,0,0.0,0,6,16.0
2142,907203110,20,RL,120.0,10356.0,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,4,716.0,1,0.0,253.0,969.0,GasA,3,1,SBrkr,969.0,0.0,0.0,969.0,0,0,1,1,3,1,3,5,8,0,0,2,1975,3,2,440.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,1,2007,WD ,122000.0,46,2,0,0,1,9,9,9,3,0,0.0,1,4,716.0
1648,527302090,20,RL,93.0,12299.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67.0,3,3,CBlock,4,3,1,6,1328.0,1,0.0,201.0,1529.0,GasA,3,1,SBrkr,1664.0,0.0,0.0,1664.0,1,0,2,0,3,1,4,7,8,1,3,2,1978,1,2,663.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,9,2007,WD ,213000.0,36,3,0,0,1,9,12,9,4,3,0.0,0,6,1328.0
618,534475250,20,RL,90.0,9900.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,4,3,CBlock,3,3,1,3,1173.0,1,0.0,507.0,1680.0,GasA,3,1,SBrkr,1691.0,0.0,0.0,1691.0,1,0,1,0,2,1,3,5,8,0,0,2,1967,3,2,550.0,4,3,Y,0.0,67.0,260.0,0.0,0.0,0.0,0,2,0,0.0,4,2009,WD ,175000.0,54,3,1,0,1,12,9,12,3,0,0.0,0,3,1173.0
2108,906380200,20,RL,64.0,6762.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,1,6,664.0,1,0.0,544.0,1208.0,GasA,5,1,SBrkr,1208.0,0.0,0.0,1208.0,1,0,2,0,2,1,4,6,8,0,0,2,2007,2,2,628.0,3,3,Y,105.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,9,2007,New,195400.0,14,3,0,0,1,12,12,9,4,0,0.0,0,6,664.0
772,905103070,20,RL,75.0,11625.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,3,3,CBlock,3,3,1,4,527.0,1,0.0,525.0,1052.0,GasA,3,1,SBrkr,1052.0,0.0,0.0,1052.0,0,0,1,1,3,1,3,6,8,1,1,2,1984,1,1,668.0,3,3,Y,0.0,215.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4,2009,WD ,113500.0,54,2,0,0,1,9,9,9,3,1,0.0,1,4,527.0
2672,903202120,50,RL,65.0,6435.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,972.0,972.0,GasA,4,1,SBrkr,972.0,605.0,0.0,1577.0,0,0,1,0,3,1,2,6,8,1,4,6,1939,3,1,312.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10,2006,WD ,140200.0,71,2,1,0,1,9,9,9,2,4,0.0,0,1,0.0
2492,532376180,20,RL,65.0,8450.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,3,3,CBlock,3,3,1,4,162.0,3,270.0,450.0,882.0,GasA,3,1,SBrkr,909.0,0.0,0.0,909.0,0,0,1,0,3,1,3,5,8,0,0,2,1968,3,1,294.0,3,3,Y,0.0,155.0,0.0,0.0,0.0,0.0,0,2,0,0.0,11,2006,COD,116000.0,53,2,1,0,1,9,9,9,3,0,0.0,0,12,432.0
2903,921205050,20,RL,88.0,11577.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,382.0,5,3,PConc,4,3,4,6,1455.0,1,0.0,383.0,1838.0,GasA,5,1,SBrkr,1838.0,0.0,0.0,1838.0,1,0,2,0,3,1,5,9,8,1,4,2,2005,1,3,682.0,3,3,Y,161.0,225.0,0.0,0.0,0.0,0.0,0,0,0,0.0,9,2006,New,359900.0,15,4,0,0,1,15,12,9,5,4,0.0,0,6,1455.0
2783,907201160,60,RL,50.0,8340.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,3,3,CBlock,4,3,3,6,509.0,1,0.0,166.0,675.0,GasA,3,1,SBrkr,686.0,702.0,0.0,1388.0,0,0,1,1,3,1,3,6,8,0,0,2,1977,3,1,317.0,3,3,Y,406.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12,2006,WD ,157500.0,44,2,0,0,1,9,12,9,3,0,0.0,1,6,509.0
786,905401100,20,RL,68.0,10708.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,1,2,379.0,4,768.0,470.0,1617.0,GasA,5,1,FuseA,1867.0,0.0,0.0,1867.0,1,0,1,0,2,1,3,7,8,3,4,2,1955,1,1,303.0,3,3,Y,476.0,0.0,0.0,0.0,142.0,0.0,0,3,0,0.0,11,2009,COD,190000.0,28,2,0,0,1,12,9,9,3,12,0.0,0,8,1147.0
740,903230100,30,RM,60.0,6911.0,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,2,405.0,1,0.0,740.0,1145.0,GasA,3,1,SBrkr,1301.0,0.0,0.0,1301.0,0,0,1,0,2,1,2,5,7,0,0,6,1965,3,2,440.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10,2009,WD ,100000.0,71,1,1,0,1,9,9,9,2,0,0.0,0,2,405.0
2546,534403280,20,RL,80.0,8800.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,1,4,553.0,1,0.0,698.0,1251.0,GasA,3,1,SBrkr,1251.0,0.0,0.0,1251.0,1,0,1,0,3,1,3,6,8,2,4,2,1964,2,1,461.0,3,3,Y,0.0,116.0,0.0,0.0,0.0,0.0,0,2,4,700.0,3,2006,WD ,160000.0,57,2,0,0,1,9,9,9,3,8,0.0,0,4,553.0
